khmer_input,robotic_command
"['តោះយើងទៅក្រោយបន្តទៀត ប្រាំ ក្បៀសបួន ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយទៀត', 'តោះទៅកន្លែងដើមវិញ']                               ","[{'action': 'move', 'params': {'distance': 5.4, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.4, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 10.8, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយ ប្រាំបី ក្បៀសប្រាំបួន ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                            ","[{'action': 'move', 'params': {'distance': 8.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 17.8, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយបន្តទៀត បួន ក្បៀសពីរ ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'មកកន្លែងដើមវិញ']                               ","[{'action': 'move', 'params': {'distance': 4.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយទៀត ពីរ ក្បៀសប្រាំ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយ', 'ត្រលប់មកកន្លែងដើមវិញ']                                    ","[{'action': 'move', 'params': {'distance': 2.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត ប្រាំមួយ ក្បៀសមួយ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយបន្តទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                        ","[{'action': 'move', 'params': {'distance': 6.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 12.2, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយទៀត ប្រាំមួយ ក្បៀសប្រាំបួន ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយបន្តទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                       ","[{'action': 'move', 'params': {'distance': 6.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 13.8, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយ ពីរ ក្បៀសពីរ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយបន្តទៀត', 'មកវិញ']                                             ","[{'action': 'move', 'params': {'distance': 2.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.4, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយ ប្រាំបួន ក្បៀសប្រាំបី ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'មកកន្លែងដើមវិញ']                                       ","[{'action': 'move', 'params': {'distance': 9.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 19.6, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយទៀត ប្រាំបី ក្បៀសពីរ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយ', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                                 ","[{'action': 'move', 'params': {'distance': 8.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 16.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត មួយ ក្បៀសប្រាំបួន ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយ', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                             ","[{'action': 'move', 'params': {'distance': 1.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 1.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.8, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយបន្តទៀត បួន ក្បៀសបី ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'តោះទៅកន្លែងដើមវិញ']                              ","[{'action': 'move', 'params': {'distance': 4.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.6, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត ប្រាំ ក្បៀសប្រាំ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                              ","[{'action': 'move', 'params': {'distance': 5.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 11.0, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយ ប្រាំបួន ក្បៀសប្រាំមួយ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយទៀត', 'តោះទៅកន្លែងដើមវិញ']                                ","[{'action': 'move', 'params': {'distance': 9.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 19.2, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយ បួន ក្បៀសប្រាំបួន ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយបន្តទៀត', 'តោះទៅកន្លែងដើមវិញ']                                 ","[{'action': 'move', 'params': {'distance': 4.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.8, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយបន្តទៀត ប្រាំមួយ ក្បៀសពីរ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយ', 'មកកន្លែងដើមវិញ']                                   ","[{'action': 'move', 'params': {'distance': 6.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 12.4, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយបន្តទៀត ប្រាំបួន ក្បៀសប្រាំបី ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'មកកន្លែងដើមវិញ']                           ","[{'action': 'move', 'params': {'distance': 9.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 19.6, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយបន្តទៀត បី ក្បៀសប្រាំមួយ ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'មកវិញ']                                           ","[{'action': 'move', 'params': {'distance': 3.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.2, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត ប្រាំមួយ ក្បៀសមួយ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'មកកន្លែងដើមវិញ']                                     ","[{'action': 'move', 'params': {'distance': 6.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 12.2, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយទៀត ប្រាំពីរ ក្បៀសមួយ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'តោះទៅកន្លែងដើមវិញ']                                   ","[{'action': 'move', 'params': {'distance': 7.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 14.2, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត ពីរ ក្បៀសប្រាំមួយ ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'មកកន្លែងដើមវិញ']                               ","[{'action': 'move', 'params': {'distance': 2.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.2, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយ បួន ក្បៀសពីរ ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'មកវិញ']                                             ","[{'action': 'move', 'params': {'distance': 4.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត ប្រាំពីរ ក្បៀសប្រាំបី ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'មកវិញ']                                           ","[{'action': 'move', 'params': {'distance': 7.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 15.6, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយបន្តទៀត ប្រាំពីរ ក្បៀសប្រាំ ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                     ","[{'action': 'move', 'params': {'distance': 7.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 15.0, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយបន្តទៀត ប្រាំបួន ក្បៀសបី ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'មកកន្លែងដើមវិញ']                                    ","[{'action': 'move', 'params': {'distance': 9.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 18.6, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយទៀត ពីរ ក្បៀសមួយ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយទៀត', 'មកកន្លែងដើមវិញ']                                      ","[{'action': 'move', 'params': {'distance': 2.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.2, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយ ប្រាំ ក្បៀសពីរ ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'មកវិញ']                                                  ","[{'action': 'move', 'params': {'distance': 5.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 10.4, 'is_forward': true, 'unit': 'meter'}}]"
